ltable_id,rtable_id,label,score
journals/sigmod/BernsteinDK99,1TBnhFyUjYoJ,0,0.2
conf/vldb/ChienVZTZ02,0aJOXauNqYIJ,0,0.37248926604546767
conf/sigmod/GebhardtJJ97,9mbr0dyW1NgJ,1,0.9784729064039409
journals/sigmod/AtzeniMM97,b3k04mZw80oJ,0,0.41421182098032344
journals/sigmod/Palpanas00,jk91-QolxTYJ,0,0.33422058422058426
journals/tods/GhandeharizadehHJ96,-vcWB49r0CkJ,0,0.2779901811151811
conf/vldb/CowleyP00,JDqvl9WKI0YJ,0,0.36200083307624675
conf/vldb/ChaudhuriG99,719_w2tEo2sJ,0,0.3727446530078109
conf/vldb/NetzCBF00,Tjtt-J0IOXIJ,0,0.39454887218045115
conf/vldb/IoannidisLGP96,U04OC6OSBT0J,1,0.9172829007831855
journals/vldb/TurkerG01,PeJyoaPGo2YJ,0,0.3437825511108456
conf/sigmod/TomasicGS94,9C9iFUjjGSMJ,0,0.3554670986122599
conf/sigmod/AgrawalCFGHIIMMSS94,NGOrYA2SCIQJ,0,0.33429706234755324
conf/vldb/RamanRH99,TyF71uAlnLsJ,0,0.33779459998647465
journals/sigmod/MusickM98,ShxkQn-jV3UJ,0,0.20557885906040269
conf/sigmod/CareyK97,YJjxSnFI5WUJ,0,0.3111305048335124
conf/vldb/AdiBEY00,ZLKVnGTZxQUJ,0,0.3033913323217447
conf/vldb/Team00,url:http://ieeexplore.ieee.org/iel1/2206/3608/00129239.pdf%3Farnumber%3D129239,0,0.1953947368421053
journals/sigmod/AbererCDDHPS03,9B95uPD2TrUJ,0,0.3845717931323828
conf/vldb/MankuM02,F1hM1hj0CU8J,0,0.36210600310413743
journals/vldb/AbiteboulCM98,7M46bM1CRr0J,0,0.3582772455331878
conf/sigmod/WoelkBJOTU95,cMaooygNzdgJ,0,0.4249331168512203
journals/sigmod/SpynsMJ02,deISBUlZ74gJ,0,0.3552210674702371
journals/sigmod/ChakravarthyAEFO03,oX33sHHON2EJ,0,0.36033721180780004
conf/vldb/Mohan02a,_Vn4nSui5UMJ,0,0.34844902749832335
conf/vldb/ChangG00,H4BAFnrsTbwJ,1,0.627795248078267
conf/sigmod/OConnellISWABCCLPWW96,url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/asap/abs/ar050084m.html,0,0.41346559223523366
journals/sigmod/BerraNT95,SrzAFdi1uCIJ,0,0.37747706727885755
conf/sigmod/ShintaniK98,JfxEos8BQDAJ,1,0.9957142857142858
conf/vldb/ChienTZ01,hwMWVdmagBAJ,0,0.3503826856413063
conf/sigmod/DoppelhammerHKK97,PVtdSEXW0X4J,0,0.4039078349727713
conf/sigmod/ColletC95,9Jm6n2g8-A4J,0,0.2798042484142708
conf/vldb/TanGO99,fGk6k_1kwzUJ,0,0.3720306864722783
journals/tods/LeveneL99,WAAopgT3T-0J,0,0.34114695340501794
conf/vldb/YuPM03,cAOct-nyDDgJ,0,0.30841929937674617
journals/sigmod/Hoffner03,REziczGybzsJ,0,0.41638888888888886
journals/sigmod/Suciu02,W5SknzgJU0YJ,0,0.3079326264452847
conf/vldb/MohaniaS94,Dp4pntLwWcgJ,0,0.3374537037037037
conf/sigmod/Brown99,qDMPS7PT2XEJ,0,0.35106161570465894
conf/vldb/TatbulCZCS03,T7woR6g7dE4J,0,0.320496632996633
journals/sigmod/ShethM02,JRKCuJwCDogJ,0,0.3467789820308306
journals/vldb/KamelWS94,k3x5pXEQcmQJ,0,0.3544250118048745
conf/sigmod/Chaudhuri97,qDMPS7PT2XEJ,0,0.34733183483183483
conf/vldb/Baumann03,qRl7qbcdOjIJ,0,0.5068613303907421
conf/vldb/GingrasL98,I-taeStropMJ,0,0.3044202898550725
conf/sigmod/ChaudhuriGS03,JcqJQkzKQPwJ,0,0.40126687038451747
conf/vldb/DaynesC02,I33UMOX3V_4J,0,0.2891828735112317
journals/sigmod/Group94,dV6g5Os5DXsJ,0,0.34386257484849037
conf/vldb/DarEGP98,xR8UUjwjdWAJ,0,0.3296780688081684
conf/sigmod/DeHaanTCO03,uq-pFFsnBusJ,1,0.8131387769318804
conf/vldb/LeeLWS97,bPVlz0fFr8wJ,0,0.3456609195402299
conf/sigmod/DobraGGR02,hlrCI-5jq9IJ,0,0.4144497214990022
journals/sigmod/JajodiaBBKMSW97,3PfRZ_Cur-YJ,0,0.33097049689440994
journals/tods/MelnikG03,qtVVVrzTLr4J,0,0.43515700028245935
conf/vldb/StolteA02,1V5tMDNYwDwJ,0,0.3639550264550264
journals/sigmod/KeetonPH98,url:http://portal.acm.org/citation.cfm%3Fid%3D885861.885870,0,0.3176743810331597
conf/sigmod/ParkCY95,mtsOASiZ4lkJ,0,0.3506481481481482
conf/sigmod/AvnurHLORRRW98,url:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi%3Fcmd%3DRetrieve%26db%3DPubMed%26list_uids%3D15260502%26dopt%3DCitation,0,0.4074961948249619
conf/vldb/HaasKWY97,U09WdB3GIK4J,1,0.9592169092169093
journals/sigmod/Critchlow01,se_xnKJDtw0J,0,0.21121951219512197
conf/vldb/Sarawagi95,C8lF7grRFcMJ,1,0.795841503267974
journals/tods/CliffordDIJS97,v_IxeUF_C-sJ,0,0.36329347674742407
journals/sigmod/Kumar03,taphZimnV-gJ,0,0.332514880952381
journals/vldb/CandanLS00,d-aSGSjnrxQJ,0,0.30606661856661854
conf/sigmod/AgrawalW00,hNx9EEtRqz0J,0,0.3117521367521368
journals/sigmod/TsotrasJS98,4gmhuPHOt3UJ,0,0.3747833124477861
conf/vldb/ImielinskiB02,eq6Mxjb6IZAJ,0,0.3013492471456668
conf/vldb/UrhanF01,0-FUXURm1FQJ,1,0.8619578313253013
journals/sigmod/AnyanwuS02,TZGQHXPVKRcJ,0,0.43492213804713803
conf/sigmod/YerneniLGU99,Gnb52DoKdJwJ,1,0.6652223389355744
conf/sigmod/SunAA03,sJYlWX_mrBAJ,0,0.40674310301019717
conf/vldb/RamakrishnanGRSWZ95,z00TiDCcH3sJ,0,0.34278764536117473
journals/sigmod/ONeilG95,YNkY3rC_4zQJ,1,0.8495829066393583
conf/vldb/AnSVKIG01,GaGRp8zTtWoJ,0,0.25321180555555556
conf/sigmod/Toyama98,hSqlyqC11TgJ,0,0.36425346000469155
journals/vldb/BohmAnY97,8RS065tTCe8J,0,0.31001353244000307
conf/vldb/MahnkeMS02,VhxIKKG8oWYJ,1,0.779
conf/sigmod/TatarinovVBSSZ02,-jt174Yc14YJ,0,0.4544794564134183
conf/sigmod/SzalayGTKMRSv02,T5qIfUOYZMYJ,0,0.30702172539423184
journals/sigmod/BarbaraCJW01,WWP-Y_2_QhgJ,0,0.2509965728715729
conf/sigmod/HanPDW01,fJn_2E8aihYJ,0,0.3976583726583727
conf/sigmod/GorelikWD94,7Taw_3CC3mwJ,0,0.38211538461538463
conf/sigmod/LeflerSW96,8s4UaSFq_hwJ,0,0.27592163525898467
conf/vldb/ChanI99,KuA45Oh0rkYJ,1,0.7701111474338018
journals/sigmod/GerlhofKM96,BSbFiAfs0rAJ,0,0.32109315948601663
journals/sigmod/CaleroPR03,MT_gJPL6jG4J,0,0.3721764346764347
conf/sigmod/MaheshwariL97,_E5Tw79E-6wJ,0,0.4020334928229665
conf/vldb/MatthesS94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099585%26type%3Dpdf,0,0.3376004671656846
journals/sigmod/CampbellEM03,KGBUafE_0dMJ,0,0.26939754689754686
journals/vldb/PapadiasS94,IdK_JWGTHCUJ,0,0.3555210091227041
conf/vldb/MiklauS03,ESgKdNKhO9sJ,0,0.30802692465121445
journals/vldb/DesslochHMMT98,5IL8VZpwqY0J,0,0.331376859574534
conf/sigmod/BohmBKK01,197SKBTV91sJ,0,0.3896692375379085
journals/sigmod/Jhingran00,4gLv1VaJN2IJ,0,0.3176994061677576
conf/sigmod/GorelikWD94,IrTKBa0mgEsJ,0,0.3865548606240096
conf/sigmod/LacroixSC98,swWOvIlkxOQJ,0,0.35056331560126625
journals/vldb/GarofalakisOS98,YldQHhxdfocJ,0,0.3591787160208213
conf/sigmod/JajodiaSSB97,XpY2UPc6vP0J,1,0.8316070662093047
conf/vldb/HelalL00,_nk7PlPl1LUJ,0,0.34643371376904314
conf/sigmod/AboulnagaC99,WWaxLMIptTMJ,1,0.9957142857142858
conf/sigmod/Lomet00,r9u7B_AxhCIJ,0,0.35775729646697385
journals/sigmod/Aberer01a,_pjwP11t_y8J,0,0.3298518518518519
journals/sigmod/Richey95,Sj_xMdLgruQJ,0,0.3914292969440028
conf/vldb/GibbonsMP97,08LammVe7dUJ,0,0.3295551670551671
conf/vldb/McHughW99,yhmQdBcr4E4J,0,0.3413689014888946
conf/vldb/HeymannTKWRMF02,DHnbaUmZMXsJ,0,0.39387684091773045
conf/vldb/MogiK95,R1U13red9k4J,0,0.3109311447214673
conf/vldb/JarkeKL00,WkQ2dFBgy6UJ,0,0.33960748123538825
conf/sigmod/LiskovACDGGMMS96,nYQRxEXS8V4J,0,0.3088038368101659
journals/tods/LiuM96,ufQbgla8HykJ,0,0.4518295382669197
conf/sigmod/SzalayGKT00,5Q_6HLwZ2YIJ,1,0.725601431963491
journals/vldb/AtkinsonM95,TiHiECxN2FYJ,0,0.3193602693602693
conf/vldb/KerstenWFKBC03,gvMpWmRttyAJ,0,0.3457425247145643
journals/sigmod/Palpanas00,3vW2UGSGsqsJ,0,0.37868197395869146
conf/vldb/MiloZ98,9hGnjxZmF8AJ,0,0.31570719954648524
conf/sigmod/ShanmugasundaramNSR99,xb6HOlOq6GEJ,0,0.37262688331528915
conf/vldb/Lindsay95,rzNWA8uJ1OcJ,0,0.3668164040486013
conf/vldb/GardarinST96,_DaRiXFyGqEJ,0,0.3627377040630053
conf/sigmod/LabioZWGGW97,uzpyy9XRpgYJ,1,0.9402365433006129
conf/sigmod/Chaudhuri97,8hc_3z__zjMJ,0,0.4390671420083185
journals/sigmod/QuixSJ02,slDq4TkewuQJ,0,0.3355917366946779
conf/vldb/HanF95,OdpKxDyMwhsJ,1,0.6883040935672515
journals/tods/DeySB99,dO-STHBKqroJ,0,0.3912738328190462
journals/sigmod/HuangKL02,yyUMt1X2WXcJ,1,0.9879227053140097
conf/vldb/PottingerL00,1tCKHeR85gIJ,0,0.29025142040621915
journals/vldb/HarderR96,syfsRKKBctcJ,0,0.3215744978387999
journals/tods/YanG94,X7w4rQXqf70J,1,0.7037813839559094
journals/vldb/BenzakenD95,nfivgfsKcQIJ,0,0.3533182728621011
journals/tods/KarpSP03,ItqN_TcXR-gJ,0,0.33875859434682964
conf/sigmod/Mohan96,uCNkDoBniLgJ,1,0.5201550387596899
conf/vldb/Hammond96,pqvepjASfvkJ,0,0.29210099274532264
conf/sigmod/KrollW94,X1jvvAKMdjUJ,0,0.3054703213730529
journals/tods/PetersO97,Hk2VbfZB1QAJ,0,0.3438294802681595
conf/sigmod/UrhanFA98,iEqIBQbMZngJ,0,0.40782494758909854
conf/vldb/BargaP95,C8lF7grRFcMJ,0,0.355105823255978
journals/tods/OliverS94,WB6WVZwLgD4J,0,0.3126952549366343
journals/sigmod/X94b,h7_7SZrI7M0J,0,0.20264227642276425
conf/vldb/LevyRO96,url:http://doi.wiley.com/10.1002/ev.1658,0,0.2812911343399149
journals/tods/WandSW99,zR3GCWmPqWIJ,0,0.3864497920380274
conf/sigmod/DasGR03,JaJKfzmaEBYJ,1,0.8
conf/sigmod/AgrawalK03,GeRt4nrgf7oJ,0,0.3501955552698127
journals/sigmod/BohmR94,GXApzwcGl78J,1,0.983263888888889
journals/sigmod/BargaL02,Da9Lt8RbasoJ,0,0.328976277007398
conf/vldb/AtzeniMM97,sARbiNQPPWQJ,1,0.9833333333333334
journals/sigmod/BoucelmaCGJLL02,pbDpdUdkQFYJ,0,0.20886075949367092
journals/vldb/RoySSSA98,7Ic5W29cRskJ,0,0.30540200138026224
journals/vldb/ChienTZ02,De1bl3lcAUQJ,0,0.31001398771513716
journals/vldb/OoiHLT96,EclgEUrqHQAJ,1,0.8616259116259117
journals/vldb/AbadiCCCCLSTZ03,pF8Lqj7CK-4J,0,0.40033806553328866
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94,IOfKe4esmacJ,1,0.7635981589724884
conf/vldb/KornSFSP96,tRRU_MkR7PUJ,0,0.39211521999657595
conf/vldb/MuthOPW98,Jmoa_WsOE9sJ,0,0.20504336349924585
conf/vldb/MuntzR94,z9Iu12VlHTcJ,0,0.27402967646388693
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,url:http://adsabs.harvard.edu/abs/1983PhDT........22M,0,0.40816992035742045
conf/vldb/GottlobKP02,lmLjPf_m6jwJ,1,0.8271341463414634
journals/vldb/C95b,cBno_DjIDv4J,0,0.21169467787114848
conf/vldb/AmirKN01,CcvdMgzMNTYJ,0,0.3480555555555555
journals/sigmod/AbererCDDHPS03,MO4B9npjSSsJ,0,0.3522044000753804
conf/sigmod/ClaypoolRZSK01,6kZN4cd0zWAJ,0,0.3543177733672462
journals/tods/Chomicki95,zPvSnY_ZJVwJ,0,0.4226090604026846
journals/vldb/C95,JqfEbjic16sJ,0,0.1527777777777778
conf/sigmod/FreireHRRS02,SNsk5KrS4SYJ,0,0.3443010160275967
conf/sigmod/IvesLPST00,4-FwpSOweRAJ,1,0.738029238029238
journals/tods/ChomickiTB01,MqgSlx1jbPsJ,1,0.9544471370305632
conf/vldb/ArionBCDMP03,l3qwhDxf8rsJ,0,0.34510212010212016
journals/sigmod/BawaCCDGGKMSSVY03,B2LjoOBj_-cJ,0,0.3781443389321979
conf/sigmod/NatsevRS99,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0990225CI,0,0.39028231344146647
conf/sigmod/CranorJSS03,nHesT9ADTdEJ,1,0.9575316141930661
conf/vldb/TanEO01,5uJeShLoJikJ,0,0.3602964031082272
conf/sigmod/TsurUACMNR98,8hpWpo11W0AJ,0,0.41608371358160495
journals/sigmod/Snodgrass98c,url:http://portal.acm.org/citation.cfm%3Fid%3D74120.74126%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0,0.15364864864864866
journals/sigmod/GamacheS95,5Cj9Wx8llkwJ,0,0.3293377120963328
conf/sigmod/ArasuBBDIRW03,TbI7ruG4zHQJ,0,0.3945949033045807
journals/sigmod/Barbara01,uYpNYCM0abwJ,0,0.22000000000000003
conf/vldb/OuzzaniAB94,p0TLPzS0K4oJ,1,0.6596420940170941
conf/vldb/BergerBSW03,ajqWDmfSg_EJ,0,0.3132336623729214
conf/sigmod/ChenJDTW00,JcnZJ-eE2XsJ,1,0.9317931191615403
journals/vldb/AilamakiDH02,tecwWrVMX9MJ,0,0.32905862687540777
conf/sigmod/PadmanabhanBMCH03,W8zC0bTrHucJ,0,0.3580972278907024
